0.064000,0.908000,B
0.138000,0.846000,B
0.068000,0.856000,B
0.118000,0.788000,B
0.048000,0.792000,B
0.082000,0.722000,B
0.034000,0.696000,B
0.056000,0.614000,B
0.036000,0.568000,B
0.052000,0.494000,B
0.028000,0.460000,B
0.094000,0.424000,B
0.036000,0.360000,B
0.094000,0.330000,B
0.050000,0.266000,B
0.148000,0.302000,B
0.068000,0.180000,B
0.134000,0.208000,B
0.190000,0.242000,B
0.048000,0.076000,B
0.086000,0.102000,B
0.154000,0.138000,B
0.188000,0.186000,B
0.308000,0.202000,B
0.242000,0.152000,B
0.166000,0.086000,B
0.108000,0.046000,B
0.190000,0.030000,B
0.234000,0.074000,B
0.276000,0.112000,B
0.308000,0.148000,B
0.304000,0.032000,B
0.326000,0.060000,B
0.378000,0.120000,B
0.434000,0.176000,B
0.420000,0.052000,B
0.428000,0.090000,B
0.506000,0.156000,B
0.538000,0.166000,B
0.498000,0.078000,B
0.560000,0.046000,B
0.546000,0.100000,B
0.616000,0.180000,B
0.672000,0.202000,B
0.640000,0.118000,B
0.662000,0.046000,B
0.720000,0.086000,B
0.690000,0.120000,B
0.740000,0.224000,B
0.766000,0.142000,B
0.814000,0.054000,B
0.824000,0.108000,B
0.918000,0.046000,B
0.960000,0.082000,B
0.880000,0.078000,B
0.964000,0.136000,B
0.894000,0.134000,B
0.826000,0.156000,B
0.956000,0.188000,B
0.898000,0.196000,B
0.850000,0.224000,B
0.944000,0.238000,B
0.890000,0.262000,B
0.816000,0.298000,B
0.936000,0.310000,B
0.918000,0.334000,B
0.968000,0.378000,B
0.904000,0.440000,B
0.950000,0.486000,B
0.914000,0.534000,B
0.976000,0.602000,B
0.914000,0.602000,B
0.890000,0.676000,B
0.966000,0.736000,B
0.840000,0.722000,B
0.952000,0.816000,B
0.908000,0.772000,B
0.846000,0.820000,B
0.766000,0.780000,B
0.946000,0.880000,B
0.880000,0.846000,B
0.786000,0.856000,B
0.910000,0.928000,B
0.834000,0.900000,B
0.726000,0.876000,B
0.688000,0.820000,B
0.658000,0.904000,B
0.730000,0.922000,B
0.810000,0.936000,B
0.916000,0.966000,B
0.976000,0.944000,B
0.836000,0.976000,B
0.744000,0.972000,B
0.650000,0.956000,B
0.604000,0.920000,B
0.600000,0.868000,B
0.580000,0.964000,B
0.516000,0.962000,B
0.464000,0.958000,B
0.482000,0.902000,B
0.408000,0.966000,B
0.344000,0.954000,B
0.316000,0.912000,B
0.274000,0.968000,B
0.198000,0.956000,B
0.162000,0.922000,B
0.126000,0.886000,B
0.254000,0.874000,B
0.372000,0.854000,B
0.482000,0.854000,B
0.798000,0.808000,B
0.878000,0.628000,B
0.872000,0.534000,B
0.880000,0.470000,B
0.742000,0.042000,B
0.782000,0.086000,B
0.598000,0.080000,B
0.492000,0.030000,B
0.382000,0.166000,B
0.504000,0.118000,B
0.038000,0.142000,B
0.088000,0.216000,B
0.048000,0.306000,B
0.714000,0.786000,B
0.180000,0.428000,B
0.246000,0.340000,B
0.168000,0.532000,B
0.180000,0.622000,B
0.226000,0.692000,B
0.302000,0.746000,B
0.464000,0.792000,B
0.656000,0.758000,B
0.752000,0.680000,B
0.804000,0.572000,B
0.786000,0.398000,B
0.698000,0.298000,B
0.592000,0.264000,B
0.470000,0.238000,B
0.362000,0.270000,B
0.106000,0.104000,B
0.886000,0.894000,B
